Contigs/genes number,CA_2to10DPI_align_un.txt,CA_2to10DPI_align_mult.txt,CA_11to28DPI_align_un.txt,CA_11to28DPI_align_mult.txt,CA_root_align_un.txt,CA_root_align_mult.txt
CONTIG22587,12,12,22,24,14,14
CONTIG22588,0,0,0,0,0,0
CONTIG22589,0,0,2,2,1,1
CONTIG22590,0,0,2,2,0,0
CONTIG22591,0,0,4,4,1,1
CONTIG22592,3,3,8,8,6,6
CONTIG22593,5,5,3,3,4,4
CONTIG22594,1,1,0,0,0,0
CONTIG22595,0,0,0,0,1,1
CONTIG22596,0,0,0,0,0,0
CONTIG22597,0,0,0,0,0,0
CONTIG22598,0,0,0,0,0,0
CONTIG22599,0,0,1,1,0,0
CONTIG22600,0,0,3,3,0,0
CONTIG22601,0,0,0,0,0,0
CONTIG22602,8,8,19,19,6,6
CONTIG22603,0,0,1,1,1,1
CONTIG22604,0,0,0,0,0,0
CONTIG22605,0,0,0,0,0,0
CONTIG22606,0,0,0,0,0,0
CONTIG22607,0,0,7,7,2,2
CONTIG22608,0,0,2,2,0,0
CONTIG22609,0,0,0,0,0,0
CONTIG22610,0,0,0,0,0,0
CONTIG22611,0,0,1,1,0,0
CONTIG22612,0,0,1,1,0,0
CONTIG22613,0,0,0,0,0,0
CONTIG22614,0,0,0,0,0,0
CONTIG22615,0,0,1,1,1,1
CONTIG22616,0,0,5,5,0,0
CONTIG22617,0,0,0,0,0,0
CONTIG22618,0,0,0,0,2,2
CONTIG22619,9,9,17,17,6,6
CONTIG22620,8,8,14,14,18,18
CONTIG22621,0,0,1,1,0,0
CONTIG22622,0,0,0,0,0,0
CONTIG22623,4,4,29,29,0,0
CONTIG22624,2,2,4,4,3,3
CONTIG22625,0,0,0,0,0,0
CONTIG22626,0,0,0,0,0,0
CONTIG22627,0,0,0,0,0,0
CONTIG22628,0,0,0,0,0,0
CONTIG22629,0,0,0,0,0,0
CONTIG22630,0,0,0,0,0,0
CONTIG22631,0,0,0,0,0,0
CONTIG22632,0,0,0,0,0,0
CONTIG22633,0,0,0,0,0,0
CONTIG22634,0,0,1,1,0,0
CONTIG22635,5,5,4,4,7,7
CONTIG22636,0,0,0,0,0,0
CONTIG22637,1,1,0,0,0,0
CONTIG22638,0,0,0,0,0,0
CONTIG22639,0,0,0,0,0,0
CONTIG22640,1,1,3,3,7,7
CONTIG22641,0,0,4,6,0,0
CONTIG22642,0,0,3,3,1,1
CONTIG22643,0,0,0,0,0,0
CONTIG22644,0,0,0,0,0,0
CONTIG22645,0,0,0,0,0,0
CONTIG22646,0,0,0,0,0,0
CONTIG22647,0,0,0,0,0,0
CONTIG22648,0,0,0,0,1,1
CONTIG22649,0,0,0,0,0,0
CONTIG22650,0,0,0,0,0,0
CONTIG22651,1,1,1,1,0,0
CONTIG22652,0,0,1,1,0,0
CONTIG22653,1,1,0,0,1,1
CONTIG22654,0,0,0,0,1,1
CONTIG22655,11,11,5,5,1,1
CONTIG22656,0,0,0,0,0,0
CONTIG22657,0,0,1,1,0,0
CONTIG22658,7,7,1,1,0,0
CONTIG22659,5,5,1,1,1,1
CONTIG22660,0,0,0,0,0,0
CONTIG22661,0,0,0,0,0,0
CONTIG22662,0,0,0,0,0,0
CONTIG22663,0,0,0,0,0,0
CONTIG22664,0,0,0,0,0,0
CONTIG22665,0,0,1,1,1,1
CONTIG22666,7,7,9,9,3,3
CONTIG22667,0,0,0,0,0,0
CONTIG22668,3,5,6,6,0,0
CONTIG22669,0,0,6,6,0,0
CONTIG22670,1,1,0,0,0,0
CONTIG22671,1,1,9,9,0,0
CONTIG22672,0,0,0,0,0,0
CONTIG22673,0,0,0,0,0,0
CONTIG22674,0,0,2,2,0,0
CONTIG22675,0,0,0,0,1,1
CONTIG22676,0,0,2,2,0,0
CONTIG22677,0,0,0,0,0,0
CONTIG22678,9,9,6,6,5,5
CONTIG22679,0,0,0,0,1,1
CONTIG22680,4,4,11,11,3,3
CONTIG22681,1,1,6,6,1,1
CONTIG22682,0,0,2,2,0,0
CONTIG22683,0,0,4,4,0,0
CONTIG22684,0,0,0,0,0,0
CONTIG22685,0,0,0,0,0,0
CONTIG22686,0,0,0,0,0,0
CONTIG22687,0,0,0,0,0,0
CONTIG22688,0,0,0,0,0,0
CONTIG22689,0,0,1,1,0,0
CONTIG22690,0,0,0,0,0,0
CONTIG22691,0,0,3,3,2,2
CONTIG22692,3,3,4,4,0,0
CONTIG22693,1,1,2,2,0,0
CONTIG22694,0,0,0,0,0,0
CONTIG22695,0,0,0,0,0,0
CONTIG22696,0,0,0,0,0,0
CONTIG22697,0,0,0,0,0,0
CONTIG22698,0,0,0,0,0,0
CONTIG22699,1,1,3,3,1,1
CONTIG22700,2,2,2,2,0,0
CONTIG22701,0,0,1,1,0,0
CONTIG22702,0,0,3,5,1,1
CONTIG22703,0,0,0,0,0,0
CONTIG22704,0,0,0,0,0,0
CONTIG22705,0,0,0,0,0,0
CONTIG22706,4,4,0,0,0,0
CONTIG22707,0,0,0,0,0,0
CONTIG22708,0,0,0,0,0,0
CONTIG22709,0,0,0,0,0,0
CONTIG22710,0,0,2,2,1,1
CONTIG22711,0,0,0,0,1,1
CONTIG22712,0,0,0,0,0,0
CONTIG22713,0,0,1,1,0,0
CONTIG22714,1,1,8,8,6,6
CONTIG22715,1,1,0,0,0,0
CONTIG22716,5,5,2,2,1,1
CONTIG22717,0,0,0,0,0,0
CONTIG22718,6,6,0,0,0,0
CONTIG22719,2,2,1,1,0,0
CONTIG22720,1,1,0,0,0,0
CONTIG22721,0,0,0,0,0,0
CONTIG22722,0,0,0,0,0,0
CONTIG22723,0,0,0,0,0,0
CONTIG22724,0,0,3,3,1,1
CONTIG22725,0,0,0,0,0,0
CONTIG22726,0,0,0,0,0,0
CONTIG22727,0,0,1,1,0,0
CONTIG22728,2,2,1,1,1,1
CONTIG22729,0,0,2,2,0,0
CONTIG22730,3,3,6,6,4,4
CONTIG22731,2,2,0,0,2,2
CONTIG22732,1,1,3,3,2,2
CONTIG22733,4,4,0,0,0,0
CONTIG22734,0,0,0,0,0,0
CONTIG22735,1,1,2,2,1,1
CONTIG22736,0,0,0,0,0,0
CONTIG22737,0,0,0,0,0,0
CONTIG22738,0,0,0,0,0,0
CONTIG22739,0,0,0,0,0,0
CONTIG22740,0,0,0,0,5,5
CONTIG22741,11,11,0,0,6,6
CONTIG22742,2,2,1,1,1,1
CONTIG22743,0,0,0,0,0,0
CONTIG22744,1,1,2,2,2,2
CONTIG22745,0,0,0,0,0,0
CONTIG22746,2,2,4,4,3,3
CONTIG22747,0,0,0,0,0,0
CONTIG22748,0,0,0,0,0,0
CONTIG22749,1,1,0,0,0,0
CONTIG22750,2,2,1,1,2,2
CONTIG22751,0,0,2,2,0,0
CONTIG22752,0,0,9,9,0,0
CONTIG22753,1,1,5,5,3,3
CONTIG22754,0,0,0,0,0,0
CONTIG22755,0,0,0,0,1,1
CONTIG22756,0,0,1,1,3,3
CONTIG22757,1,1,1,1,0,0
CONTIG22758,0,0,2,2,1,1
CONTIG22759,1,1,1,1,0,0
CONTIG22760,4,4,1,1,4,4
CONTIG22761,0,0,0,0,0,0
CONTIG22762,8,8,12,12,18,18
CONTIG22763,38,50,14,16,25,35
CONTIG22764,1,1,2,2,0,0
CONTIG22765,2,2,2,2,4,4
CONTIG22766,6,6,6,6,3,3
CONTIG22767,1,1,0,0,0,0
CONTIG22768,0,0,0,0,0,0
CONTIG22769,0,0,1,1,1,1
CONTIG22770,0,0,2,2,7,7
CONTIG22771,15,15,6,6,8,8
CONTIG22772,3,3,4,4,6,6
CONTIG22773,0,0,0,0,1,1
CONTIG22774,0,0,1,1,0,0
CONTIG22775,0,0,0,0,1,1
CONTIG22776,0,0,0,0,0,0
CONTIG22777,3,3,7,7,3,3
CONTIG22778,0,0,1,1,0,0
CONTIG22779,9,9,14,14,3,3
CONTIG22780,10,10,2,2,0,0
CONTIG22781,0,0,0,0,0,0
CONTIG22782,7,7,6,6,1,1
CONTIG22783,0,0,0,0,0,0
CONTIG22784,0,0,0,0,0,0
CONTIG22785,0,0,0,0,0,0
CONTIG22786,4,4,7,7,0,0
CONTIG22787,2,2,0,0,0,0
CONTIG22788,1,1,0,0,0,0
CONTIG22789,3,3,10,10,5,5
CONTIG22790,2,2,0,0,0,0
CONTIG22791,0,0,0,0,0,0
CONTIG22792,0,0,0,0,0,0
CONTIG22793,0,0,0,0,3,3
CONTIG22794,1,1,0,0,1,1
CONTIG22795,0,0,2,2,2,2
CONTIG22796,20,20,16,16,16,16
CONTIG22797,4,4,5,5,3,3
CONTIG22798,0,0,0,0,0,0
CONTIG22799,0,0,0,0,0,0
CONTIG22800,0,0,0,0,0,0
CONTIG22801,1,1,0,0,0,0
CONTIG22802,0,0,0,0,0,0
CONTIG22803,0,0,1,1,0,0
CONTIG22804,2,2,0,0,1,1
CONTIG22805,2,2,3,3,0,0
CONTIG22806,1,1,3,3,9,9
CONTIG22807,2,2,1,1,0,0
CONTIG22808,1,1,0,0,0,0
CONTIG22809,0,0,1,1,0,0
CONTIG22810,0,0,1,1,0,0
CONTIG22811,0,0,0,0,0,0
CONTIG22812,3,3,2,2,0,0
CONTIG22813,0,0,0,0,0,0
CONTIG22814,0,0,0,0,0,0
CONTIG22815,0,0,0,0,0,0
CONTIG22816,1,1,0,0,1,1
CONTIG22817,0,0,0,0,0,0
CONTIG22818,0,0,0,0,0,0
CONTIG22819,2,2,0,0,0,0
CONTIG22820,2,2,0,0,0,0
CONTIG22821,0,0,0,0,0,0
CONTIG22822,0,0,1,1,0,0
CONTIG22823,5,5,10,10,5,5
CONTIG22824,0,0,0,0,1,1
CONTIG22825,0,0,0,0,0,0
CONTIG22826,0,0,5,5,1,1
CONTIG22827,0,0,0,0,0,0
CONTIG22828,1,1,1,1,3,3
CONTIG22829,0,0,1,1,0,0
CONTIG22830,0,0,0,0,0,0
CONTIG22831,3,3,7,7,6,6
CONTIG22832,3,3,5,5,4,4
CONTIG22833,0,0,0,0,0,0
CONTIG22834,0,0,0,0,0,0
CONTIG22835,0,0,0,0,0,0
CONTIG22836,0,0,0,0,0,0
CONTIG22837,0,0,0,0,0,0
CONTIG22838,0,0,0,0,0,0
CONTIG22839,0,0,0,0,0,0
CONTIG22840,0,0,0,0,0,0
CONTIG22841,0,0,0,0,0,0
CONTIG22842,0,0,0,0,1,1
CONTIG22843,0,0,0,0,0,0
CONTIG22844,1,1,0,0,0,0
CONTIG22845,0,0,0,0,0,0
CONTIG22846,1,1,0,0,0,0
CONTIG22847,1,1,4,4,0,0
CONTIG22848,0,0,8,8,0,0
CONTIG22849,1,1,23,23,0,0
CONTIG22850,0,0,0,0,0,0
CONTIG22851,0,0,25,25,1,1
CONTIG22852,0,0,0,0,0,0
CONTIG22853,0,0,0,0,0,0
CONTIG22854,0,0,0,0,1,1
CONTIG22855,0,0,1,1,0,0
CONTIG22856,0,0,0,0,0,0
CONTIG22857,0,0,0,0,0,0
CONTIG22858,0,0,0,0,0,0
CONTIG22859,0,0,0,0,0,0
CONTIG22860,0,0,0,0,0,0
CONTIG22861,0,0,0,0,0,0
CONTIG22862,0,0,0,0,0,0
CONTIG22863,0,0,0,0,0,0
CONTIG22864,0,0,0,0,0,0
CONTIG22865,0,0,1,1,0,0
CONTIG22866,0,0,0,0,0,0
CONTIG22867,0,0,0,0,0,0
CONTIG22868,0,0,1,1,0,0
CONTIG22869,0,0,0,0,0,0
CONTIG22870,0,0,0,0,0,0
CONTIG22871,0,0,0,0,0,0
CONTIG22872,0,0,0,0,0,0
CONTIG22873,0,0,0,0,0,0
CONTIG22874,0,0,0,0,0,0
CONTIG22875,0,0,0,0,0,0
CONTIG22876,2,2,0,0,0,0
CONTIG22877,1,1,2,2,0,0
CONTIG22878,0,0,0,0,0,0
CONTIG22879,0,0,0,0,0,0
CONTIG22880,0,0,1,1,0,0
CONTIG22881,10,10,7,7,10,10
CONTIG22882,0,0,1,1,0,0
CONTIG22883,0,0,0,0,0,0
CONTIG22884,0,0,2,2,0,0
CONTIG22885,0,0,1,1,1,1
CONTIG22886,0,0,0,0,0,0
CONTIG22887,5,5,3,3,4,4
CONTIG22888,0,0,0,0,0,0
CONTIG22889,0,0,0,0,0,0
CONTIG22890,0,0,0,0,0,0
CONTIG22891,0,0,0,0,1,1
CONTIG22892,2,2,8,8,5,5
CONTIG22893,3,3,7,7,0,0
CONTIG22894,0,0,0,0,0,0
CONTIG22895,11,11,10,10,8,8
CONTIG22896,2,2,1,1,0,0
CONTIG22897,0,0,0,0,4,4
CONTIG22898,0,0,0,0,0,0
CONTIG22899,0,0,0,0,0,0
CONTIG22900,0,0,0,0,0,0
CONTIG22901,0,0,0,0,0,0
CONTIG22902,2,2,2,2,0,0
CONTIG22903,0,0,0,0,0,0
CONTIG22904,0,0,0,0,0,0
CONTIG22905,0,0,0,0,0,0
CONTIG22906,0,0,0,0,0,0
CONTIG22907,0,0,0,0,0,0
CONTIG22908,0,0,0,0,1,1
CONTIG22909,0,0,0,0,0,0
CONTIG22910,2,2,1,1,0,0
CONTIG22911,0,0,0,0,0,0
CONTIG22912,0,0,0,0,0,0
CONTIG22913,0,0,1,1,0,0
CONTIG22914,0,0,5,5,3,3
CONTIG22915,0,0,0,0,0,0
CONTIG22916,1,1,0,0,0,0
CONTIG22917,0,0,1,1,1,1
CONTIG22918,0,0,0,0,1,1
CONTIG22919,0,0,0,0,0,0
CONTIG22920,1,1,6,6,0,0
CONTIG22921,0,0,0,0,0,0
CONTIG22922,7,7,6,6,5,5
CONTIG22923,0,0,1,1,0,0
CONTIG22924,0,0,0,0,0,0
CONTIG22925,6,6,0,0,5,5
CONTIG22926,0,0,2,2,0,0
CONTIG22927,0,0,2,2,0,0
CONTIG22928,1,1,0,0,0,0
CONTIG22929,0,0,0,0,0,0
CONTIG22930,0,0,0,0,0,0
CONTIG22931,0,0,0,0,0,0
CONTIG22932,2,2,3,3,1,1
CONTIG22933,0,0,2,2,0,0
CONTIG22934,0,0,0,0,0,0
CONTIG22935,0,0,0,0,0,0
CONTIG22936,0,0,1,1,0,0
CONTIG22937,0,0,0,0,0,0
CONTIG22938,0,0,0,0,1,1
CONTIG22939,0,0,0,0,0,0
CONTIG22940,0,0,0,0,0,0
CONTIG22941,0,0,1,1,0,0
CONTIG22942,0,0,0,0,0,0
CONTIG22943,0,0,0,0,1,1
CONTIG22944,0,0,3,3,0,0
CONTIG22945,2,2,11,11,1,1
CONTIG22946,1,1,1,1,4,4
CONTIG22947,8,8,5,5,0,0
CONTIG22948,1,1,8,8,1,1
CONTIG22949,0,0,1,1,1,1
CONTIG22950,1,1,2,2,1,1
CONTIG22951,1,1,1,1,0,0
CONTIG22952,2,2,5,5,1,1
CONTIG22953,0,0,2,2,5,5
CONTIG22954,15,15,18,18,13,13
CONTIG22955,0,0,0,0,0,0
CONTIG22956,0,0,0,0,0,0
CONTIG22957,4,4,5,5,2,2
CONTIG22958,0,0,0,0,0,0
CONTIG22959,0,0,0,0,0,0
CONTIG22960,0,0,1,1,1,1
CONTIG22961,0,0,0,0,0,0
CONTIG22962,2,2,4,4,10,10
CONTIG22963,0,0,1,1,1,1
CONTIG22964,0,0,0,0,0,0
CONTIG22965,0,0,0,0,0,0
CONTIG22966,0,0,0,0,0,0
CONTIG22967,0,0,0,0,0,0
CONTIG22968,3,3,7,7,1,1
CONTIG22969,0,0,0,0,0,0
CONTIG22970,1,1,0,0,0,0
CONTIG22971,0,0,0,0,0,0
CONTIG22972,0,0,1,1,0,0
CONTIG22973,0,0,0,0,1,1
CONTIG22974,0,0,1,1,0,0
CONTIG22975,0,0,0,0,1,1
CONTIG22976,0,0,14,14,0,0
CONTIG22977,0,0,13,13,0,0
CONTIG22978,0,0,1,1,0,0
CONTIG22979,0,0,1,1,0,0
CONTIG22980,0,0,0,0,0,0
CONTIG22981,0,0,0,0,0,0
CONTIG22982,2,2,1,1,0,0
CONTIG22983,0,0,0,0,0,0
CONTIG22984,0,0,1,1,0,0
CONTIG22985,0,0,1,1,0,0
CONTIG22986,0,0,1,1,0,0
CONTIG22987,0,0,0,0,0,0
CONTIG22988,2,2,2,2,3,3
CONTIG22989,0,0,0,0,0,0
CONTIG22990,2,2,1,1,0,0
CONTIG22991,6,6,10,10,5,5
CONTIG22992,0,0,0,0,0,0
CONTIG22993,0,0,1,1,0,0
CONTIG22994,0,0,0,0,0,0
CONTIG22995,3,3,4,4,0,0
CONTIG22996,0,0,0,0,0,0
CONTIG22997,0,0,0,0,0,0
CONTIG22998,0,0,0,0,0,0
CONTIG22999,7,7,8,8,7,7
CONTIG23000,0,0,0,0,0,0
CONTIG23001,0,0,0,0,0,0
CONTIG23002,4,4,1,3,0,0
CONTIG23003,6,6,26,26,10,10
CONTIG23004,0,0,0,0,0,0
CONTIG23005,1,1,0,0,0,0
CONTIG23006,0,0,1,1,0,0
CONTIG23007,0,0,0,0,0,0
CONTIG23008,0,0,0,0,1,1
CONTIG23009,5,5,5,5,1,1
CONTIG23010,0,0,0,0,0,0
CONTIG23011,0,0,0,0,0,0
CONTIG23012,0,0,0,0,0,0
CONTIG23013,0,0,0,0,0,0
CONTIG23014,0,0,0,0,0,0
CONTIG23015,0,0,0,0,0,0
CONTIG23016,0,0,0,0,0,0
CONTIG23017,0,0,0,0,0,0
CONTIG23018,0,0,0,0,0,0
CONTIG23019,0,0,0,0,0,0
CONTIG23020,1,1,14,14,1,1
CONTIG23021,0,0,0,0,1,1
CONTIG23022,2,2,5,5,3,3
CONTIG23023,2,2,0,0,0,0
CONTIG23024,4,4,3,3,7,7
CONTIG23025,1,1,4,4,3,3
CONTIG23026,0,0,0,0,0,0
CONTIG23027,0,0,0,0,0,0
CONTIG23028,0,0,0,0,0,0
CONTIG23029,0,0,0,0,0,0
CONTIG23030,0,0,0,0,0,0
CONTIG23031,0,0,1,1,1,1
CONTIG23032,1,1,1,1,0,0
CONTIG23033,3,3,0,0,0,0
CONTIG23034,0,0,0,0,0,0
CONTIG23035,0,0,1,1,0,0
CONTIG23036,0,0,0,0,0,0
CONTIG23037,0,0,1,1,0,0
CONTIG23038,0,0,1,1,0,0
CONTIG23039,0,0,0,0,0,0
CONTIG23040,2,2,1,1,2,2
CONTIG23041,4,4,0,0,0,0
CONTIG23042,0,0,0,0,0,0
CONTIG23043,5,5,3,3,4,4
CONTIG23044,0,0,1,1,0,0
CONTIG23045,0,0,1,1,0,0
CONTIG23046,0,0,0,0,0,0
CONTIG23047,2,2,1,1,0,0
CONTIG23048,5,5,3,3,10,10
CONTIG23049,2,2,1,1,2,2
CONTIG23050,1,1,2,2,2,2
CONTIG23051,2,2,0,0,0,0
CONTIG23052,1,1,0,0,0,0
CONTIG23053,0,0,0,0,0,0
CONTIG23054,0,0,0,0,0,0
CONTIG23055,1,1,0,0,0,0
CONTIG23056,0,0,0,0,0,0
CONTIG23057,6,6,7,7,9,9
CONTIG23058,2,2,0,0,4,4
CONTIG23059,2,2,0,0,0,0
CONTIG23060,0,0,0,0,0,0
CONTIG23061,0,0,0,0,0,0
CONTIG23062,1,1,0,0,2,2
CONTIG23063,2,2,1,1,3,3
CONTIG23064,0,0,2,2,1,1
CONTIG23065,4,4,5,5,2,2
CONTIG23066,0,0,11,11,0,0
CONTIG23067,0,0,0,0,0,0
CONTIG23068,1,1,4,4,1,1
CONTIG23069,0,0,1,1,1,1
CONTIG23070,0,0,0,0,0,0
CONTIG23071,0,0,1,1,0,0
CONTIG23072,1,1,4,4,1,1
CONTIG23073,0,0,0,0,0,0
CONTIG23074,2,2,0,0,0,0
CONTIG23075,11,11,11,11,3,3
CONTIG23076,10,10,15,17,4,4
CONTIG23077,0,0,0,0,1,1
CONTIG23078,0,0,11,11,6,6
CONTIG23079,0,0,1,1,0,0
CONTIG23080,0,0,2,2,0,0
CONTIG23081,0,0,0,0,0,0
CONTIG23082,0,0,0,0,1,1
CONTIG23083,1,1,0,0,0,0
CONTIG23084,0,0,0,0,0,0
CONTIG23085,0,0,0,0,0,0
CONTIG23086,1,1,0,0,0,0
CONTIG23087,0,0,0,0,0,0
CONTIG23088,0,0,0,0,0,0
CONTIG23089,0,0,0,0,0,0
CONTIG23090,0,0,1,1,1,1
CONTIG23091,0,0,1,1,0,0
CONTIG23092,1,1,4,4,0,0
CONTIG23093,0,0,1,1,3,3
CONTIG23094,0,0,0,0,0,0
CONTIG23095,0,0,0,0,0,0
CONTIG23096,0,0,2,2,0,0
CONTIG23097,5,5,3,3,1,1
CONTIG23098,2,2,5,5,2,2
CONTIG23099,0,0,0,0,0,0
CONTIG23100,0,0,0,0,0,0
CONTIG23101,0,0,0,0,1,1
CONTIG23102,0,0,0,0,0,0
CONTIG23103,0,0,1,1,0,0
CONTIG23104,6,6,1,1,3,3
CONTIG23105,0,0,0,0,0,0
CONTIG23106,1,1,1,1,2,2
CONTIG23107,0,0,0,0,0,0
CONTIG23108,2,2,1,1,0,0
CONTIG23109,0,0,0,0,1,1
CONTIG23110,0,0,0,0,2,2
CONTIG23111,16,16,2,2,3,3
CONTIG23112,3,3,2,2,1,1
CONTIG23113,0,0,0,0,0,0
CONTIG23114,3,3,2,2,4,4
CONTIG23115,0,0,0,0,0,0
CONTIG23116,2,2,7,7,2,2
CONTIG23117,0,0,0,0,1,1
CONTIG23118,10,10,19,19,6,6
CONTIG23119,0,0,0,0,0,0
CONTIG23120,9,9,5,5,9,9
CONTIG23121,1,1,2,2,2,2
CONTIG23122,0,0,1,1,0,0
CONTIG23123,3,3,1,1,0,0
CONTIG23124,0,0,0,0,0,0
CONTIG23125,1,1,4,4,1,1
CONTIG23126,2,2,11,11,4,4
CONTIG23127,0,0,0,0,0,0
CONTIG23128,2,2,3,3,1,1
CONTIG23129,0,0,0,0,0,0
CONTIG23130,13,13,11,13,8,8
CONTIG23131,0,0,0,0,0,0
CONTIG23132,0,0,0,0,0,0
CONTIG23133,0,0,0,0,0,0
CONTIG23134,0,0,0,0,0,0
CONTIG23135,1,1,0,0,0,0
CONTIG23136,0,0,1,1,7,7
CONTIG23137,0,0,0,0,0,0
CONTIG23138,47,51,38,40,42,42
CONTIG23139,0,0,1,1,1,1
CONTIG23140,1,1,1,1,0,0
CONTIG23141,25,25,26,26,15,15
CONTIG23142,0,0,12,14,16,16
CONTIG23143,0,0,13,13,3,3
CONTIG23144,0,0,1,1,0,0
CONTIG23145,0,0,0,0,0,0
CONTIG23146,0,0,0,0,0,0
CONTIG23147,1,1,4,4,4,4
CONTIG23148,2,2,1,1,3,3
CONTIG23149,0,0,2,2,0,0
CONTIG23150,0,0,0,0,0,0
CONTIG23151,0,0,0,0,0,0
CONTIG23152,1,1,0,0,0,0
CONTIG23153,0,0,0,0,0,0
CONTIG23154,0,0,0,0,0,0
CONTIG23155,1,1,1,1,0,0
CONTIG23156,2,2,3,3,3,3
CONTIG23157,1,1,2,2,0,0
CONTIG23158,2,2,1,1,0,0
CONTIG23159,1,1,1,1,0,0
CONTIG23160,0,0,0,0,0,0
CONTIG23161,3,3,2,2,6,6
CONTIG23162,3,3,8,8,7,7
CONTIG23163,0,0,1,1,0,0
CONTIG23164,0,0,0,0,0,0
CONTIG23165,0,0,0,0,0,0
CONTIG23166,0,0,0,0,1,1
CONTIG23167,0,0,0,0,0,0
CONTIG23168,0,0,0,0,0,0
CONTIG23169,1,1,2,2,1,1
CONTIG23170,0,0,0,0,0,0
CONTIG23171,0,0,0,0,0,0
CONTIG23172,0,0,0,0,0,0
CONTIG23173,0,0,0,0,0,0
CONTIG23174,0,0,2,2,0,0
CONTIG23175,0,0,3,3,3,3
CONTIG23176,4,4,2,2,1,1
CONTIG23177,0,0,0,0,0,0
CONTIG23178,0,0,0,0,0,0
CONTIG23179,3,3,2,2,4,4
CONTIG23180,2,2,0,0,0,0
CONTIG23181,0,0,0,0,0,0
CONTIG23182,1,1,2,2,3,3
CONTIG23183,0,0,0,0,0,0
CONTIG23184,0,0,0,0,0,0
CONTIG23185,2,2,1,1,1,1
CONTIG23186,0,0,0,0,0,0
CONTIG23187,1,1,0,0,0,0
CONTIG23188,2,2,1,1,0,0
CONTIG23189,0,0,0,0,0,0
CONTIG23190,2,2,1,1,0,0
CONTIG23191,9,9,2,4,8,8
CONTIG23192,2,2,0,0,1,1
CONTIG23193,0,0,1,1,0,0
CONTIG23194,6,6,0,0,1,1
CONTIG23195,4,4,3,3,0,0
CONTIG23196,0,0,0,0,0,0
CONTIG23197,1,1,0,0,0,0
CONTIG23198,0,0,1,1,0,0
CONTIG23199,10,10,3,3,0,2
CONTIG23200,1,1,0,0,1,1
CONTIG23201,7,7,2,2,1,1
CONTIG23202,1,1,0,0,0,0
CONTIG23203,0,0,0,0,0,0
CONTIG23204,0,0,0,0,1,1
CONTIG23205,0,0,0,0,1,1
CONTIG23206,0,0,0,0,0,0
CONTIG23207,0,0,0,0,0,0
CONTIG23208,5,5,8,8,13,13
CONTIG23209,2,2,2,2,2,2
CONTIG23210,0,0,0,0,0,0
CONTIG23211,0,0,0,0,0,0
CONTIG23212,1,1,0,0,0,0
CONTIG23213,0,0,0,0,0,0
CONTIG23214,0,0,0,0,0,0
CONTIG23215,3,3,8,8,6,8
CONTIG23216,2,2,1,1,0,0
CONTIG23217,14,14,28,28,7,7
CONTIG23218,0,0,3,3,0,0
CONTIG23219,0,0,0,0,0,0
CONTIG23220,0,0,0,0,0,0
CONTIG23221,0,0,1,1,1,1
CONTIG23222,0,0,0,0,0,0
CONTIG23223,0,0,0,0,0,0
CONTIG23224,0,0,2,2,1,1
CONTIG23225,1,1,2,2,0,0
CONTIG23226,1,1,0,0,4,4
CONTIG23227,3,3,1,1,0,0
CONTIG23228,0,0,1,1,0,0
CONTIG23229,0,0,0,0,0,0
CONTIG23230,0,0,0,0,1,1
CONTIG23231,0,0,0,0,0,0
CONTIG23232,1,1,0,0,0,0
CONTIG23233,0,0,0,0,0,0
CONTIG23234,1,1,0,0,0,0
CONTIG23235,0,0,1,1,1,1
CONTIG23236,0,0,3,3,1,1
CONTIG23237,2,2,0,0,0,0
CONTIG23238,0,0,1,1,0,0
CONTIG23239,3,3,14,14,9,9
CONTIG23240,0,0,2,2,2,2
CONTIG23241,0,0,1,1,0,0
CONTIG23242,0,0,0,0,0,0
CONTIG23243,0,0,0,0,0,0
CONTIG23244,0,0,0,0,0,0
CONTIG23245,0,0,0,0,0,0
CONTIG23246,0,0,0,0,0,0
CONTIG23247,1,1,4,4,7,7
CONTIG23248,4,6,1,1,5,5
CONTIG23249,8,8,0,0,4,4
CONTIG23250,1,1,0,0,3,3
CONTIG23251,16,16,9,9,35,37
CONTIG23252,3,3,9,9,8,8
CONTIG23253,0,0,0,0,0,0
CONTIG23254,0,0,0,0,0,0
CONTIG23255,33,35,10,10,18,18
CONTIG23256,8,8,8,8,12,12
CONTIG23257,35,35,18,20,20,24
CONTIG23258,39,39,15,15,26,26
CONTIG23259,0,0,1,1,0,0
CONTIG23260,0,0,0,0,0,0
CONTIG23261,0,0,0,0,0,0
CONTIG23262,0,0,1,1,0,0
CONTIG23263,0,0,0,0,0,0
CONTIG23264,0,0,0,0,0,0
CONTIG23265,0,0,0,0,0,0
CONTIG23266,0,0,0,0,0,0
CONTIG23267,0,0,1,1,0,0
CONTIG23268,0,0,0,0,0,0
CONTIG23269,0,0,0,0,0,0
CONTIG23270,0,0,0,0,0,0
CONTIG23271,0,0,1,1,0,0
CONTIG23272,3,3,3,5,3,3
CONTIG23273,0,0,2,2,1,1
CONTIG23274,0,0,0,0,0,0
CONTIG23275,0,0,1,1,0,0
CONTIG23276,3,3,10,10,2,2
CONTIG23277,0,0,1,1,0,0
CONTIG23278,12,12,8,8,4,4
CONTIG23279,0,0,0,0,0,0
CONTIG23280,0,0,0,0,0,0
