Geneid,nodule_al_uniq,root_al_uniq,nodule_almult,root_almult
gene:PHAVU_002G0993000g,0,0,452,258
gene:PHAVU_002G099400g,1640,1856,1684,1892
gene:PHAVU_002G099500g,27,10,27,10
gene:PHAVU_002G099600g,8033,578,8054,580
gene:PHAVU_002G099700g,23,201,24,204
gene:PHAVU_002G099800g,0,0,0,0
gene:PHAVU_002G099900g,0,0,0,0
gene:PHAVU_002G100000g,388,153,391,153
gene:PHAVU_002G100100g,6,7,7,7
gene:PHAVU_002G100200g,24,3,24,3
gene:PHAVU_002G100300g,8,3,40,12
gene:PHAVU_002G100400g,0,8,0,8
gene:PHAVU_002G100500g,423,24,424,25
gene:PHAVU_002G100600g,671,459,676,462
gene:PHAVU_002G100700g,60,51,60,51
gene:PHAVU_002G100800g,21,3,21,3
gene:PHAVU_002G100900g,904,565,907,570
gene:PHAVU_002G101000g,532,128,536,128
gene:PHAVU_002G101100g,2306,1426,2313,1427
gene:PHAVU_002G101200g,183,34,184,34
gene:PHAVU_002G101300g,2016,3112,2022,3122
gene:PHAVU_002G101400g,127,67,127,67
gene:PHAVU_002G101500g,426,285,428,285
gene:PHAVU_002G101600g,2553,1646,2624,1673
gene:PHAVU_002G101700g,0,2,0,2
gene:PHAVU_002G101800g,0,0,0,0
gene:PHAVU_002G101900g,320,126,328,128
gene:PHAVU_002G102000g,3183,2768,3186,2775
gene:PHAVU_002G102100g,58,38,58,38
gene:PHAVU_002G102200g,20,11,21,11
gene:PHAVU_002G102300g,9,33,295,1549
gene:PHAVU_002G102400g,597,393,600,396
gene:PHAVU_002G102500g,2,2,4,3
gene:PHAVU_002G102600g,402,321,421,328
gene:PHAVU_002G1027001g,0,0,2,8
gene:PHAVU_002G1027000g,0,0,9,17
gene:PHAVU_002G102800g,57,258,57,264
gene:PHAVU_002G102900g,2,0,22,67
gene:PHAVU_002G103000g,2,3,19,15
gene:PHAVU_002G103100g,956,619,963,622
gene:PHAVU_002G103200g,305,657,310,657
gene:ENSRNA049761270,0,0,8,12
gene:PHAVU_002G103300g,0,8,0,11
gene:ENSRNA049761269,0,0,8,12
gene:PHAVU_002G103400g,49,288,50,294
gene:ENSRNA049761235,0,0,8,12
gene:PHAVU_002G103500g,32,17,34,18
gene:PHAVU_002G103600g,41,60,41,60
gene:PHAVU_002G103700g,600,740,605,742
gene:PHAVU_002G103800g,187,145,189,145
gene:PHAVU_002G103900g,153,78,154,78
gene:PHAVU_002G104000g,302,99,309,102
gene:PHAVU_002G104100g,994,939,996,943
gene:PHAVU_002G104200g,1496,926,1509,934
gene:PHAVU_002G104300g,86,4,86,4
gene:PHAVU_002G104400g,1,1,1,1
gene:PHAVU_002G104500g,3576,3181,3604,3194
gene:PHAVU_002G104600g,586,1008,586,1010
gene:PHAVU_002G104700g,25,107,25,111
gene:PHAVU_002G1048001g,227,171,219,171
gene:PHAVU_002G1048000g,149,95,136,92
gene:PHAVU_002G104900g,1859,2927,1892,2957
gene:PHAVU_002G105000g,4615,6993,4647,7042
gene:PHAVU_002G105100g,1193,718,1231,739
gene:PHAVU_002G105200g,311,345,313,347
gene:PHAVU_002G105300g,236,72,242,73
gene:PHAVU_002G105400g,0,0,0,0
gene:PHAVU_002G105500g,948,1068,965,1075
gene:PHAVU_002G105600g,0,2,0,2
gene:PHAVU_002G105700g,10,4,17,14
gene:ENSRNA049761236,0,0,24,10
gene:PHAVU_002G105800g,1,12,1,12
gene:PHAVU_002G105900g,381,161,386,164
gene:PHAVU_002G106000g,157,101,157,101
gene:PHAVU_002G106100g,7319,7267,7337,7279
gene:PHAVU_002G106200g,1912,482,1933,485
gene:PHAVU_002G106300g,20,160,20,160
gene:PHAVU_002G106400g,1946,1517,1978,1530
gene:PHAVU_002G106500g,1737,2104,1745,2125
gene:PHAVU_002G106600g,793,935,813,953
gene:PHAVU_002G106700g,821,685,825,689
gene:PHAVU_002G106800g,17,23,19,23
gene:PHAVU_002G106900g,240,203,243,206
gene:PHAVU_002G107000g,198,292,198,292
gene:PHAVU_002G107100g,209,342,211,351
gene:PHAVU_002G107200g,507,535,513,536
gene:PHAVU_002G1073001g,3,2,3,2
gene:PHAVU_002G1073000g,0,1,0,2
gene:PHAVU_002G107400g,358,364,358,368
gene:PHAVU_002G107500g,2256,1781,2354,1860
gene:PHAVU_002G107600g,3,4,3,4
gene:PHAVU_002G107700g,158,1360,158,1371
gene:PHAVU_002G107800g,2681,1925,2687,1928
gene:PHAVU_002G107900g,926,2129,929,2137
gene:PHAVU_002G108000g,183,51,188,52
gene:PHAVU_002G108100g,8,3,70,22
gene:PHAVU_002G108200g,9,6,45,25
gene:PHAVU_002G108300g,17,7,153,34
gene:PHAVU_002G108400g,333,861,334,865
gene:PHAVU_002G108500g,8,5,29,10
gene:PHAVU_002G108600g,2932,3091,2978,3127
gene:PHAVU_002G108700g,2561,4244,2572,4249
gene:PHAVU_002G108800g,7,56,7,57
gene:PHAVU_002G108900g,2279,1157,2289,1158
gene:PHAVU_002G109000g,2,41,2,41
gene:PHAVU_002G109100g,444,155,444,155
gene:PHAVU_002G109200g,627,419,627,420
gene:PHAVU_002G109300g,0,0,27,28
gene:PHAVU_002G109400g,0,0,3,1
gene:PHAVU_002G109500g,680,222,683,221
gene:PHAVU_002G109600g,1,2,1,2
gene:PHAVU_002G109700g,873,1007,3359,3559
gene:PHAVU_002G109800g,1,2,44,68
gene:PHAVU_002G109900g,1268,77,1389,79
gene:PHAVU_002G110000g,456,506,2843,2882
gene:PHAVU_002G110100g,0,0,0,0
gene:PHAVU_002G110200g,0,0,0,0
gene:PHAVU_002G110300g,1203,1948,1204,1950
gene:PHAVU_002G110400g,334,151,334,153
gene:PHAVU_002G1105001g,257,156,257,156
gene:PHAVU_002G1105000g,582,340,615,349
gene:PHAVU_002G110600g,2,4,2,4
gene:PHAVU_002G110700g,0,0,0,0
gene:PHAVU_002G110800g,5509,1212,5522,1212
gene:PHAVU_002G110900g,15,43,17,45
gene:PHAVU_002G111000g,7176,3735,7195,3748
gene:PHAVU_002G111100g,73,213,73,213
gene:PHAVU_002G111200g,114,224,115,225
gene:PHAVU_002G111300g,518,1210,521,1211
gene:PHAVU_002G111400g,296,192,303,194
gene:PHAVU_002G111500g,763,851,766,865
gene:PHAVU_002G111600g,1885,2812,2013,3048
gene:PHAVU_002G1117001g,626,645,630,639
gene:PHAVU_002G1117000g,2219,2931,2197,2908
gene:PHAVU_002G111800g,607,462,615,468
gene:PHAVU_002G111900g,48,411,48,411
gene:PHAVU_002G112000g,37,105,37,110
gene:ENSRNA049761268,0,0,9,3
gene:PHAVU_002G112100g,53,157,53,157
gene:PHAVU_002G112200g,27,12,27,12
gene:PHAVU_002G112300g,1775,1669,1787,1693
gene:PHAVU_002G112400g,0,0,76,39
gene:PHAVU_002G112500g,1946,2581,1976,2624
gene:PHAVU_002G112600g,2165,850,2199,863
gene:PHAVU_002G112700g,73,77,75,81
gene:PHAVU_002G112800g,1580,4935,1589,4966
gene:PHAVU_002G112900g,719,979,800,1080
gene:PHAVU_002G113000g,3788,11786,3797,11828
gene:PHAVU_002G1131001g,79,33,80,33
gene:PHAVU_002G1131000g,88,55,88,55
gene:PHAVU_002G113200g,0,0,0,0
gene:PHAVU_002G113300g,5,4,5,4
gene:PHAVU_002G113400g,0,6,5,6
gene:PHAVU_002G113500g,0,0,0,0
gene:PHAVU_002G113600g,0,3,2,4
gene:PHAVU_002G113700g,8,2,15,3
gene:PHAVU_002G113800g,0,0,0,0
gene:PHAVU_002G113900g,33,196,35,199
gene:PHAVU_002G114000g,0,0,0,0
gene:PHAVU_002G114100g,4,1,4,4
gene:PHAVU_002G114200g,0,3,0,6
gene:PHAVU_002G114300g,33,7,33,7
gene:PHAVU_002G114400g,511,39,534,39
gene:PHAVU_002G114500g,0,0,0,0
gene:PHAVU_002G114600g,534,566,551,587
gene:PHAVU_002G114700g,657,193,660,194
gene:PHAVU_002G114800g,750,622,751,622
gene:PHAVU_002G114900g,0,0,0,0
gene:PHAVU_002G115000g,19684,1273,19746,1275
gene:PHAVU_002G115100g,174,935,174,934
gene:PHAVU_002G115200g,243,141,243,143
gene:PHAVU_002G115300g,4009,3856,4139,4000
gene:PHAVU_002G115400g,0,0,0,0
gene:PHAVU_002G115500g,0,0,0,0
gene:PHAVU_002G115600g,875,1272,885,1278
gene:PHAVU_002G115700g,2,6,2,6
gene:PHAVU_002G115800g,2432,4861,2458,4913
gene:PHAVU_002G115900g,974,3616,981,3651
gene:PHAVU_002G116000g,29,65,29,68
gene:PHAVU_002G116100g,1,3,134,231
gene:PHAVU_002G116200g,81,58,788,552
gene:PHAVU_002G116300g,91,68,91,68
gene:PHAVU_002G116400g,481,595,485,599
gene:PHAVU_002G1165001g,0,0,0,0
gene:PHAVU_002G1165000g,0,0,5,3
gene:PHAVU_002G116600g,452,5,470,5
gene:PHAVU_002G116700g,232,146,233,146
gene:PHAVU_002G116800g,74,37,74,37
gene:PHAVU_002G116900g,117,128,120,130
gene:PHAVU_002G117000g,325,268,325,269
gene:PHAVU_002G117100g,518,528,534,533
gene:PHAVU_002G117200g,453,2842,454,2845
gene:PHAVU_002G117300g,17,18,17,18
gene:PHAVU_002G117400g,20,84,20,84
gene:PHAVU_002G117500g,140,225,143,230
gene:PHAVU_002G117600g,707,1209,713,1218
gene:PHAVU_002G117700g,1206,5175,1217,5225
gene:PHAVU_002G117800g,435,217,436,216
gene:PHAVU_002G117900g,102,176,105,179
gene:PHAVU_002G118000g,302,1372,302,1372
gene:PHAVU_002G118100g,189,210,189,212
gene:PHAVU_002G118200g,5,3,5,3
gene:PHAVU_002G118300g,98,92,100,92
gene:PHAVU_002G118400g,3311,7468,3324,7497
gene:PHAVU_002G118500g,11,0,11,0
gene:PHAVU_002G118600g,0,0,0,4
gene:PHAVU_002G118700g,0,0,0,1
gene:PHAVU_002G118800g,34,46,34,46
gene:PHAVU_002G118900g,87,253,101,288
gene:PHAVU_002G119000g,1559,3281,1561,3288
gene:PHAVU_002G119100g,112,432,117,445
gene:PHAVU_002G119200g,276,225,287,229
gene:PHAVU_002G119300g,26,166,26,167
gene:PHAVU_002G119400g,17,8,17,8
gene:PHAVU_002G119500g,335,387,354,399
gene:PHAVU_002G119600g,983,591,1004,608
gene:PHAVU_002G119700g,17,115,17,117
gene:PHAVU_002G119800g,253,129,256,130
gene:PHAVU_002G119900g,2055,2206,2057,2206
gene:PHAVU_002G120000g,133,58,366,173
gene:PHAVU_002G120100g,299,148,537,263
gene:PHAVU_002G120200g,1965,389,1985,393
gene:PHAVU_002G120300g,586,168,586,168
gene:PHAVU_002G120400g,71,29,71,29
gene:PHAVU_002G120500g,29,33,29,33
gene:PHAVU_002G120600g,1655,13,1656,13
gene:PHAVU_002G120700g,451,193,451,193
gene:PHAVU_002G120800g,109,203,110,205
gene:PHAVU_002G120900g,7,32,24,151
gene:PHAVU_002G121000g,25,189,48,320
gene:PHAVU_002G121100g,1005,889,1014,902
gene:PHAVU_002G121200g,55,130,56,133
gene:PHAVU_002G121300g,1479,698,1482,698
gene:PHAVU_002G121400g,271,288,272,288
gene:PHAVU_002G121500g,436,194,722,380
gene:PHAVU_002G121600g,345,318,346,318
gene:PHAVU_002G121700g,4725,5678,4894,5850
gene:PHAVU_002G121800g,1309,1766,1316,1766
gene:PHAVU_002G121900g,1,0,1,0
gene:PHAVU_002G122000g,270,324,276,340
gene:PHAVU_002G122100g,0,0,0,0
gene:PHAVU_002G122200g,5069,4215,5101,4244
gene:PHAVU_002G122300g,1234,1653,1245,1667
gene:PHAVU_002G122400g,8,34,8,34
gene:PHAVU_002G122500g,47,307,47,309
gene:PHAVU_002G122600g,2,18,2,19
gene:PHAVU_002G122700g,1,4,1,4
gene:PHAVU_002G122800g,10,11,9,11
gene:PHAVU_002G122900g,5,43,5,43
gene:PHAVU_002G123000g,16,5,16,5
gene:PHAVU_002G123100g,121,37,121,37
gene:PHAVU_002G123200g,1,1,1,1
gene:PHAVU_002G123300g,240,237,240,237
gene:PHAVU_002G123400g,0,1,0,1
gene:PHAVU_002G123500g,21,242,21,242
gene:PHAVU_002G123600g,118,87,122,89
gene:PHAVU_002G123700g,371,473,373,473
gene:PHAVU_002G123800g,108,389,113,393
gene:PHAVU_002G123900g,172,1218,172,1231
gene:PHAVU_002G124000g,181,116,198,130
gene:PHAVU_002G124100g,2,1,2,1
gene:PHAVU_002G124200g,0,0,0,0
gene:PHAVU_002G124300g,0,0,0,0
gene:PHAVU_002G124400g,0,0,0,0
gene:PHAVU_002G124500g,76,62,76,62
gene:PHAVU_002G124600g,26,21,27,21
gene:PHAVU_002G124700g,172,93,172,93
gene:PHAVU_002G124800g,25,69,25,69
gene:PHAVU_002G124900g,101,45,102,45
gene:PHAVU_002G125000g,492,371,496,377
gene:PHAVU_002G125100g,1465,1103,1474,1136
gene:PHAVU_002G125200g,0,0,0,0
gene:PHAVU_002G125300g,973,706,984,708
gene:PHAVU_002G125400g,0,0,0,0
gene:PHAVU_002G125500g,0,0,0,0
gene:PHAVU_002G125600g,0,0,0,0
gene:PHAVU_002G125700g,0,0,0,0
gene:PHAVU_002G125800g,0,0,0,0
gene:PHAVU_002G125900g,0,0,0,0
gene:PHAVU_002G126000g,0,0,1,3
gene:PHAVU_002G126100g,4,5,7,26
gene:PHAVU_002G126200g,39,25,40,26
gene:PHAVU_002G126300g,0,0,0,0
gene:PHAVU_002G126400g,121,244,121,244
gene:PHAVU_002G126500g,1364,1216,1382,1222
gene:PHAVU_002G126600g,0,0,0,0
gene:PHAVU_002G126700g,145,379,158,424
gene:PHAVU_002G126800g,268,236,275,246
gene:PHAVU_002G126900g,1335,1260,1403,1336
gene:PHAVU_002G127000g,1856,1538,1927,1608
gene:PHAVU_002G127100g,43,370,44,374
gene:PHAVU_002G127200g,167,217,168,217
gene:PHAVU_002G127300g,262,325,514,550
gene:PHAVU_002G127400g,2304,1771,2309,1781
gene:PHAVU_002G127500g,338,490,461,587
gene:PHAVU_002G127600g,149,164,156,176
gene:PHAVU_002G127700g,4022,2739,4042,2743
gene:PHAVU_002G127800g,0,1,0,1
gene:PHAVU_002G127900g,3018,5242,3025,5297
gene:PHAVU_002G128000g,513,436,521,440
gene:PHAVU_002G128100g,0,2,0,2
gene:PHAVU_002G128200g,6,33,6,34
gene:PHAVU_002G128300g,259,270,259,270
gene:PHAVU_002G128400g,121,254,121,255
gene:PHAVU_002G128500g,539,500,540,500
gene:PHAVU_002G128600g,5878,613,5901,614
gene:PHAVU_002G128700g,348,376,349,376
gene:PHAVU_002G128800g,75,169,75,169
gene:PHAVU_002G128900g,405,503,413,505
gene:PHAVU_002G129000g,258,171,317,215
gene:PHAVU_002G129100g,957,4913,1371,7152
gene:PHAVU_002G1292001g,0,1,7,4
gene:PHAVU_002G1292000g,0,1,23,57
gene:PHAVU_002G129300g,0,0,0,1
gene:PHAVU_002G129400g,0,1,182,977
gene:PHAVU_002G129500g,1,5,12,36
gene:PHAVU_002G129600g,22,111,50,217
gene:PHAVU_002G129700g,1,11,21,94
gene:PHAVU_002G129800g,0,0,0,1
gene:PHAVU_002G129900g,0,3,17,73
gene:PHAVU_002G130000g,3,14,8,25
gene:PHAVU_002G130100g,3,8,13,42
gene:PHAVU_002G130200g,0,0,66,238
gene:PHAVU_002G130300g,0,5,15,56
gene:PHAVU_002G130400g,0,1,18,63
gene:PHAVU_002G130500g,0,2,13,82
gene:PHAVU_002G130600g,2,1,16,55
gene:PHAVU_002G130700g,3,7,14,39
gene:PHAVU_002G130800g,0,0,0,0
gene:PHAVU_002G130900g,0,1,16,155
gene:PHAVU_002G131000g,24,52,61,138
gene:PHAVU_002G131100g,0,3,20,69
gene:PHAVU_002G131200g,8,19,33,113
gene:PHAVU_002G131300g,439,320,450,331
gene:PHAVU_002G131400g,4357,3230,4376,3245
gene:PHAVU_002G131500g,30,104,30,106
gene:PHAVU_002G131600g,54,11,73,20
gene:PHAVU_002G131700g,131,161,132,163
gene:PHAVU_002G131800g,1287,604,1301,611
gene:PHAVU_002G131900g,409,527,412,527
gene:PHAVU_002G132000g,2509,1915,2522,1934
gene:PHAVU_002G132100g,185,117,187,116
gene:PHAVU_002G132200g,22,8,22,8
gene:PHAVU_002G132300g,26,345,26,345
gene:PHAVU_002G132400g,340,1981,340,1982
gene:PHAVU_002G132500g,1676,280,1684,281
gene:PHAVU_002G132600g,3602,1611,3612,1616
gene:PHAVU_002G132700g,266,288,267,291
gene:PHAVU_002G132800g,62,21,65,21
gene:PHAVU_002G132900g,45,31,49,31
gene:PHAVU_002G133000g,993,353,1190,409
gene:PHAVU_002G133100g,10,3,10,3
gene:PHAVU_002G133200g,932,1083,941,1094
gene:PHAVU_002G133300g,877,1179,879,1181
gene:PHAVU_002G133400g,360,871,360,875
gene:PHAVU_002G133500g,2352,1645,2416,1690
gene:PHAVU_002G133600g,574,2317,584,2331
gene:PHAVU_002G133700g,141,65,146,65
gene:PHAVU_002G133800g,1137,1131,1201,1197
gene:PHAVU_002G133900g,15,125,15,125
gene:PHAVU_002G134000g,725,628,1180,1035
gene:PHAVU_002G134100g,7,3,7,3
gene:PHAVU_002G134200g,438,605,440,613
gene:PHAVU_002G134300g,214,235,262,303
gene:PHAVU_002G134400g,14,120,41,528
gene:PHAVU_002G134500g,0,0,0,0
gene:PHAVU_002G134600g,1,21,6,126
gene:PHAVU_002G134700g,173,1805,211,2327
gene:PHAVU_002G134800g,3,18,15,110
gene:PHAVU_002G1349001g,2,8,8,76
gene:PHAVU_002G1349000g,0,0,1,2
gene:PHAVU_002G135000g,131,741,269,1407
gene:PHAVU_002G135100g,0,0,0,0
gene:PHAVU_002G135200g,3592,2414,6066,3950
gene:PHAVU_002G135300g,321,268,327,270
gene:PHAVU_002G135400g,231,155,240,156
gene:PHAVU_002G135500g,18,149,38,410
gene:PHAVU_002G135600g,19,206,89,529
gene:PHAVU_002G135700g,1,18,23,158
gene:PHAVU_002G135800g,13,107,98,521
gene:PHAVU_002G135900g,10,106,30,301
gene:PHAVU_002G136000g,765,667,779,679
gene:PHAVU_002G136100g,500,330,500,330
gene:PHAVU_002G136200g,504,3527,545,3901
gene:PHAVU_002G136300g,1625,4135,1636,4150
gene:PHAVU_002G136400g,17,159,17,159
gene:PHAVU_002G136500g,0,3,0,3
gene:PHAVU_002G136600g,197,405,197,410
gene:PHAVU_002G136700g,1126,1164,1130,1173
gene:PHAVU_002G136800g,392,95,401,97
gene:PHAVU_002G1369001g,98,87,102,89
gene:PHAVU_002G1369000g,93,113,94,113
gene:PHAVU_002G137000g,8,9,8,9
gene:PHAVU_002G137100g,918,2080,926,2103
gene:PHAVU_002G137200g,0,0,0,0
gene:PHAVU_002G137300g,170,139,201,176
gene:PHAVU_002G137400g,129,74,132,74
gene:PHAVU_002G137500g,3921,2990,3935,3000
gene:PHAVU_002G137600g,554,310,562,320
gene:PHAVU_002G137700g,0,0,0,0
gene:PHAVU_002G137800g,534,602,534,602
gene:PHAVU_002G137900g,639,813,639,813
gene:PHAVU_002G138000g,289,562,294,564
gene:PHAVU_002G138100g,911,1588,914,1593
gene:PHAVU_002G138200g,210,254,234,279
gene:PHAVU_002G138300g,125,179,132,190
gene:PHAVU_002G138400g,0,0,0,0
gene:PHAVU_002G138500g,276,278,286,289
gene:PHAVU_002G138600g,83,55,88,59
gene:PHAVU_002G138700g,210,203,221,208
gene:PHAVU_002G138800g,0,0,7,3
gene:PHAVU_002G1389001g,652,502,652,498
gene:PHAVU_002G1389000g,430,328,435,329
gene:PHAVU_002G139000g,51,49,51,49
gene:PHAVU_002G139100g,520,356,534,358
gene:PHAVU_002G139200g,2287,15854,2332,16077
gene:PHAVU_002G139300g,211,284,221,295
gene:PHAVU_002G139400g,0,2,1,6
gene:PHAVU_002G139500g,157,281,157,281
gene:PHAVU_002G139600g,0,1,1,1
gene:PHAVU_002G139700g,1,3,1,4
gene:PHAVU_002G139800g,433,826,433,827
gene:PHAVU_002G139900g,556,654,557,654
gene:PHAVU_002G140000g,775,5188,777,5203
gene:PHAVU_002G140100g,522,2475,538,2535
gene:PHAVU_002G140200g,0,2,1,2
gene:PHAVU_002G140300g,16,77,16,77
gene:PHAVU_002G140400g,14,18,16,21
gene:PHAVU_002G140500g,22,58,22,58
gene:PHAVU_002G140600g,2675,3242,2707,3293
gene:PHAVU_002G140700g,1437,2055,1444,2064
gene:PHAVU_002G140800g,7,27,9,28
gene:PHAVU_002G140900g,331,151,331,151
gene:PHAVU_002G141000g,2908,7935,2913,7952
gene:PHAVU_002G141100g,101,106,128,117
gene:PHAVU_002G141200g,385,920,2698,2250
gene:PHAVU_002G141300g,200,323,202,326
gene:PHAVU_002G141400g,0,0,0,0
gene:PHAVU_002G141500g,5693,3671,5700,3680
gene:PHAVU_002G141600g,0,0,0,0
gene:PHAVU_002G141700g,572,389,573,389
gene:PHAVU_002G141800g,969,749,969,752
gene:PHAVU_002G141900g,579,1082,579,1083
gene:PHAVU_002G142000g,0,4,0,4
gene:PHAVU_002G142100g,397,327,397,329
gene:PHAVU_002G142200g,54,54,152,135
gene:PHAVU_002G142300g,0,0,0,0
gene:PHAVU_002G142400g,0,0,0,0
gene:PHAVU_002G142500g,1095,3310,1123,3419
gene:PHAVU_002G142600g,186,832,186,834
gene:PHAVU_002G142700g,277,163,293,174
gene:PHAVU_002G142800g,1848,853,1851,855
gene:PHAVU_002G142900g,271,455,274,461
gene:PHAVU_002G143000g,393,220,395,220
gene:PHAVU_002G1431001g,19639,4246,21289,4547
gene:PHAVU_002G1431000g,225,53,302,53
gene:PHAVU_002G143200g,168,38,168,38
gene:PHAVU_002G143300g,581,3,583,5
gene:PHAVU_002G143400g,3406,2583,4119,3085
gene:PHAVU_002G143500g,133,261,134,263
gene:PHAVU_002G143600g,2166,2962,2171,2975
gene:ENSRNA049761267,0,0,33,11
gene:PHAVU_002G143700g,16,113,16,113
gene:PHAVU_002G143800g,8,44,8,44
gene:PHAVU_002G143900g,10,17,13,27
gene:PHAVU_002G1440001g,0,0,0,0
gene:PHAVU_002G1440000g,0,0,0,0
gene:PHAVU_002G144100g,0,0,0,1
gene:PHAVU_002G144200g,0,0,0,0
gene:PHAVU_002G144300g,0,0,0,0
gene:PHAVU_002G144400g,6,52,6,52
gene:PHAVU_002G144500g,0,3,1,3
gene:PHAVU_002G144600g,77,86,77,86
gene:PHAVU_002G144700g,1,31,15,182
gene:PHAVU_002G144800g,168,2005,181,2166
gene:PHAVU_002G144900g,6,0,6,0
gene:PHAVU_002G145000g,34,188,36,188
gene:PHAVU_002G145100g,595,601,624,653
gene:PHAVU_002G145200g,43,26,43,26
gene:PHAVU_002G145300g,476,691,478,695
gene:PHAVU_002G145400g,114,109,115,108
gene:PHAVU_002G145500g,6,5,6,6
gene:PHAVU_002G145600g,19,11,48,36
gene:PHAVU_002G145700g,1,0,26,38
gene:PHAVU_002G145800g,1262,923,1266,930
gene:PHAVU_002G145900g,8702,754,12625,1098
gene:PHAVU_002G146000g,11,75,4123,543
gene:PHAVU_002G146100g,19,1,3453,372
gene:PHAVU_002G146200g,75,10,3503,379
gene:PHAVU_002G146300g,2007,309,2012,310
gene:PHAVU_002G146400g,330,2072,403,2258
gene:PHAVU_002G146500g,4,1,4,1
gene:PHAVU_002G146600g,1667,2338,1669,2347
gene:PHAVU_002G146700g,532,358,530,357
gene:PHAVU_002G146800g,844,421,870,435
gene:PHAVU_002G146900g,18,98,17,122
gene:PHAVU_002G147000g,247,239,247,239
gene:PHAVU_002G147100g,1,3,1,3
gene:PHAVU_002G147200g,600,564,600,565
gene:PHAVU_002G147300g,488,1694,489,1699
gene:PHAVU_002G147400g,59,63,69,74
gene:PHAVU_002G147500g,10,2,18,7
gene:PHAVU_002G147600g,614,267,621,267
gene:PHAVU_002G147700g,402,311,438,329
gene:PHAVU_002G147800g,32,40,32,40
gene:PHAVU_002G147900g,126,45,126,45
gene:PHAVU_002G148000g,0,0,0,0
gene:PHAVU_002G148100g,751,984,751,986
gene:PHAVU_002G148200g,0,2,3,6
gene:PHAVU_002G148300g,8726,22788,8744,22826
gene:PHAVU_002G148400g,16,16,16,16
gene:PHAVU_002G148500g,330,238,330,239
gene:PHAVU_002G148600g,108,88,108,88
gene:PHAVU_002G148700g,18,112,20,122
gene:PHAVU_002G148800g,0,0,0,0
gene:PHAVU_002G148900g,71,50,73,50
gene:PHAVU_002G149000g,72,112,74,114
gene:PHAVU_002G1491001g,0,0,0,0
gene:PHAVU_002G1491000g,0,0,0,0
gene:PHAVU_002G149200g,24623,56267,24791,57323
gene:PHAVU_002G149300g,7,10,7,10
gene:PHAVU_002G149400g,119,281,122,281
gene:PHAVU_002G149500g,0,1,0,1
gene:PHAVU_002G149600g,21,28,21,28
gene:PHAVU_002G149700g,3949,2792,3955,2800
gene:PHAVU_002G149800g,571,1743,573,1748
gene:PHAVU_002G149900g,2,2,2,2
gene:PHAVU_002G150000g,106,89,106,89
gene:PHAVU_002G150100g,4608,5547,4612,5558
gene:PHAVU_002G150200g,236,202,241,211
gene:PHAVU_002G150300g,1,0,3,4
gene:PHAVU_002G150400g,942,858,965,880
gene:ENSRNA049761237,0,0,1,1
gene:PHAVU_002G150500g,1145,1498,1148,1502
gene:PHAVU_002G150600g,911,871,917,873
gene:PHAVU_002G150700g,10,28,10,29
gene:PHAVU_002G150800g,2667,1220,2686,1226
gene:PHAVU_002G150900g,427,275,429,275
gene:PHAVU_002G151000g,34,56,34,56
gene:PHAVU_002G151100g,58,80,60,80
gene:PHAVU_002G151200g,0,0,0,0
gene:PHAVU_002G151300g,1975,2393,2001,2418
gene:PHAVU_002G151400g,280,500,282,500
gene:PHAVU_002G151500g,201,540,201,540
gene:PHAVU_002G151600g,136,738,139,741
gene:PHAVU_002G151700g,919,523,935,523
gene:PHAVU_002G151800g,40,24,40,24
gene:PHAVU_002G151900g,251,168,255,168
gene:PHAVU_002G152000g,70,18,79,20
gene:PHAVU_002G152100g,121,85,121,85
gene:PHAVU_002G152200g,7,3,7,3
gene:PHAVU_002G152300g,23,43,24,44
gene:PHAVU_002G152400g,1,11,1,11
gene:PHAVU_002G152500g,0,0,0,0
gene:PHAVU_002G152600g,267,56,270,56
gene:PHAVU_002G152700g,2,5,2,5
gene:PHAVU_002G152800g,1,1,2,1
gene:PHAVU_002G152900g,16,184,16,184
gene:PHAVU_002G153000g,100,102,104,111
gene:PHAVU_002G153100g,1039,520,1042,520
gene:PHAVU_002G153200g,712,865,723,877
gene:PHAVU_002G153300g,110,486,111,517
gene:PHAVU_002G153400g,56,66,56,66
gene:PHAVU_002G153500g,5544,27847,5566,27916
gene:PHAVU_002G153600g,784,1995,797,2016
gene:PHAVU_002G153700g,87,45,95,48
gene:PHAVU_002G153800g,247,389,250,395
gene:PHAVU_002G153900g,562,374,568,385
gene:PHAVU_002G154000g,0,0,0,0
gene:PHAVU_002G154100g,921,1042,924,1043
gene:PHAVU_002G154200g,253,247,379,345
gene:PHAVU_002G154300g,2,3,2,3
gene:PHAVU_002G154400g,28,387,28,389
gene:PHAVU_002G154500g,0,0,126,399
gene:PHAVU_002G154600g,1207,1666,1210,1674
gene:PHAVU_002G154700g,0,0,126,399
gene:PHAVU_002G154800g,126,556,126,556
gene:PHAVU_002G154900g,773,446,773,446
gene:PHAVU_002G155000g,1063,1238,1078,1248
gene:PHAVU_002G155100g,48,101,50,105
gene:PHAVU_002G155200g,833,1098,933,1103
gene:PHAVU_002G155300g,982,731,982,732
gene:PHAVU_002G155400g,43,382,45,397
gene:PHAVU_002G155500g,460,2370,468,2419
gene:PHAVU_002G155600g,1208,704,1211,707
gene:PHAVU_002G155700g,462,597,493,637
gene:PHAVU_002G155800g,5377,85,5377,87
gene:PHAVU_002G155900g,249,234,252,240
